User-ID,ISBN,Book-Rating
276847,3499228297,3
276847,3499232529,0
276847,3499233436,0
276847,3499264528,0
276847,3499433443,4
276847,3506464078,5
276847,3548602967,0
276847,3551551677,5
276847,3551551685,5
276847,3551551693,5
276847,3551551936,5
276847,359621078X,4.5
276847,3608932240,3.5
276847,360893541X,5
276847,3608935428,5
276847,3608935436,5
276847,374661922X,0
276847,3770131495,0
276847,3809024589,4
276847,3821815191,5
276847,3932069234,2.5
276848,3423100424,0
276848,3442096596,0
276848,3442440777,0
276848,3453009304,0
276848,3453042905,0
276848,3453061187,0
276848,3453071174,0
276848,3453127013,0
276848,3453211014,0
276848,3462026062,4
276848,349926028X,0
276848,3596122279,0
276848,3596287200,0
276848,3922524443,0
276850,449217264,3.5
276852,140621741,0
276852,055321358X,0
276853,8420457477,0.5
276853,8448034023,3.5
276854,671034944,2.5
276854,074931012X,2.5
276854,843946415,0
276856,2010173929,0
276856,20103389,0
276856,2012003494,0
276856,2013218826,0
276856,2013220162,0
276856,207033015X,0
276856,2070332985,0
276856,2203142278,0
276856,2205040561,0
276856,221096900X,0
276856,2253005274,0
276856,2723402983,0
276856,2747002748,0
276856,2800108584,0
276856,2800134259,0
276856,2800134267,0
276856,2800135522,0
276856,2800135565,0
276856,2800135719,0
276856,2800135727,0
276856,2803616998,0
276856,2907572458,0
276857,8439598459,3
276859,014014899X,0
276859,140252517,3
276859,140269967,0
276859,140328742,0
276859,140366830,0
276859,140367446,0
276859,425131378,0
276859,517642689,3.5
276859,600571165,0
276859,077104450X,4
276859,789706032,4
276859,836218833,5
276859,836220889,5
276859,088365721X,4.5
276859,1559712252,3
276859,1567616089,4
276859,2890510328,0
276859,3257227264,0
276861,141011904,4.5
276861,342313075X,0
276861,3423201509,5
276861,3423206616,4
276861,344242529,4.5
276861,3446200452,4
276861,349223903X,3
276861,3499231603,4.5
276861,360893541X,4.5
276861,3608935428,4.5
276861,3608935436,4.5
276861,3704320196,3
276861,3886807843,4
276862,345423402,0
276862,1569312435,4.5
276862,1892213141,4
276863,8530805461,5
276866,3257218516,1.5
276866,3404126343,4
276866,3404131606,0
276866,3404139178,4.5
276866,3404143299,3.5
276866,3404614542,0
276866,340645724X,1.5
276866,3426192543,2.5
276866,3426702266,0
276866,3442421357,0
276866,3442443806,2
276866,345309221X,4
276866,3453108361,3.5
276866,3453126912,0
276866,3453130901,2.5
276866,3453132262,0
276866,3596129389,0
276866,3596237874,0
276866,3596247500,0
276866,3809410357,2.5
276869,345249372,0
276869,044020562X,0
276870,9026935722,3
276872,425167097,4
276872,042518109X,4
276872,425188221,3.5
276872,8500010452,2
276872,8501023450,1.5
276872,8571648972,5
276872,8588615126,4
276872,8589885291,4
276873,009975181X,3.5
276875,273755,3.5
276875,14366020444,4
276875,688172377,0
276875,8481305464,0
276875,8496075850,4
276875,8804321008,0
276875,8804375299,0
276875,8804407808,3
276875,8804464895,3.5
276875,8804510579,0
276875,8804512652,0
276875,8806144146,0
276875,8806155873,0
276875,8807700735,0
276875,8807806746,0
276875,8807810751,3.5
276875,880781112X,3
276875,8807812495,0
276875,8807813157,0
276875,8807816059,0
276875,8817106100,3
276875,8817112917,4
276875,8817877028,0
276875,8820024381,0
276875,883041915X,0
276875,8831760122,0
276875,8833908488,2
276875,8838910987,4
276875,8842806978,0
276875,8845219747,0
276875,8845249689,0
276875,8846200624,4
276875,88741800047,4
276875,8876846565,3.5
276875,8877825200,1
276875,8879285513,3
276875,8879285645,3
276875,8879832905,0
276875,8881110288,0
276875,888634712X,0
276875,8887432252,4
276875,8888424121,4
276878,449210197,3
276879,8817151068,3.5
276884,151446474,0
276884,8433967606,0
276884,8496280012,3.5
276884,899792145,0
276884,B158991965,3
276887,64430227,2.5
276887,671723650,0
276887,812533550,4.5
276888,8806162160,3
276888,884590184X,0
276889,446613843,0
276890,140270272,0
276896,440241537,5
276904,99460343,0
276904,375901582,5
276904,439317746,2.5
276904,440228840,5
276904,440414121,5
276904,738205737,2.5
276904,1566911605,0
276905,60542845,4
276905,449148831,2.5
276905,1551666308,0
276911,8420430943,4
276911,8420636282,4.5
276911,8432205311,4.5
276912,000225669X,3
276912,99549611,3
276912,701162767,0
276912,1852422580,0
276915,042513976X,3.5
276916,441008291,4
276925,6511929,0
276925,002542730X,5
276925,60520507,0
276925,60930934,0
276925,60951303,0
276925,99414732,3.5
276925,140154078,3
276925,140327592,0
276925,140367616,0
276925,141181222,0
276925,151010633,0
276925,192834312,0
276925,194216748,2.5
276925,240514866,0
276925,316666343,0
276925,345391810,0
276925,375400699,0
276925,385504209,4
276925,043527242X,0
276925,439284031,0
276925,439286182,0
276925,439286239,0
276925,449221148,0
276925,451527747,0
276925,486282112,0
276925,486424499,0
276925,553275283,4
276925,582530431,4.5
276925,590502123,0
276925,595132189,0
276925,613329740,0
276925,063403541X,3
276925,067172939X,0
276925,671729438,0
276925,671746502,0
276925,679721851,0
276925,679745580,0
276925,691000980,0
276925,747545111,0
276925,749931434,0
276925,754000117,0
276925,804106304,0
276925,812583566,0
276925,843128240,0
276925,879517344,0
276925,971880107,0
276925,1400001625,0
276925,1400002672,4
276925,1853262404,0
276925,2061007074,0
276925,2266095536,0
276925,2290309494,0
276925,2742739351,0
276925,3522149904,0
276925,3775713328,0
276925,8401009421,0
276925,8401327199,0
276925,8401462231,0
276925,840149236X,2.5
276925,8408011200,0
276925,8420427462,0
276925,8420432113,2.5
276925,8420444367,4.5
276925,8420789895,0
276925,8422655500,4.5
276925,8422657104,4.5
276925,842265783X,0
276925,8422693445,0
276925,8423325105,0
276925,8423662152,0
276925,8423951537,0
276925,8423970647,0
276925,8423976645,4
276925,8426109799,4
276925,8427007450,0
276925,8429712372,0
276925,8429714936,0
276925,842975295,0
276925,8429753419,0
276925,8432227706,0
276925,8434830809,0
276925,8434840391,0
276925,8440627203,0
276925,8440696833,0
276925,8445071572,0
276925,8447306194,0
276925,8447312054,0
276925,8449416078,0
276925,8472453723,0
276925,8473068971,0
276925,8474104823,2
276925,8474263123,0
276925,8475071163,0
276925,8475961290,0
276925,8476722338,0
276925,8478809783,0
276925,8482180088,0
276925,8483221306,0
276925,8489163499,0
276925,8495501090,0
276925,8495501198,0
276925,8496077152,0
276925,8496077209,0
276925,8496246140,0
276925,8497931467,0
276925,950491036X,5
276925,9508521481,0
276925,9871138016,0
276927,460010239,0
276927,749336145,5
276927,1899344705,2.5
276928,439135494,0
276928,059030271X,2.5
276928,590453661,0
276928,590470108,3.5
276928,590483404,0
276928,671021354,5
276928,671026283,5
276928,671027506,5
276928,671727109,0
276929,60964049,0
276929,380807343,0
276929,439064864,0
276929,2.02.032126.2,0
276929,2.264.03602.8,0
276929,2020058863,0
276929,2020062399,0
276929,2020101653,5
276929,202011528X,2.5
276929,20202006935,4
276929,20203119888,4
276929,2020386666,0
276929,2020564777,3
276929,2020591944,0
276929,2070365832,0
276929,2070378411,0
276929,2070386023,2.5
276929,2070394956,2.5
276929,2070404587,5
276929,2070404706,4
276929,2070404722,0
276929,2070406962,0
276929,2070408450,0
276929,2070425770,0
276929,2070725804,0
276929,2080680692,0
276929,2226070109,0
276929,2226126570,0
276929,2226135022,0
276929,2253030570,4
276929,2253049417,0
276929,2253050407,0
276929,2253055972,0
276929,225307659X,0
276929,2253171670,4
276929,2253172367,4
276929,2264010991,2.5
276929,2264013257,0
276929,2264018194,1.5
276929,2264024674,2.5
276929,226402593X,1.5
276929,2264027568,2.5
276929,2264029463,0
276929,226403114,2.5
276929,2264031158,3
276929,2264033282,0
276929,226403601X,0
276929,2264036036,5
276929,2266040820,0
276929,2266047280,3.5
276929,226604960,4
276929,22660861003,3
276929,2266096451,0
276929,2266102028,0
276929,2266102621,5
276929,2266104535,1
276929,2266105698,4
276929,2266121367,0
276929,2277302228,0
276929,2290303488,0
276929,2290308285,0
276929,2290312924,0
276929,2290315524,0
276929,2290321559,0
276929,2702424131,4
276929,2742724028,2.5
276929,2742724613,3
276929,2742729038,0
276929,2743602295,2.5
276929,2841469824,0
276929,2842611462,1.5
276929,2868696627,0
276929,2869304129,3.5
276929,2869304560,2.5
276929,2869304870,0
276929,2869305583,3
276929,2895400644,0
276929,2907572121,0
276929,290757213X,0
276934,1566190096,5
276936,749317256,0
276936,3453150538,0
276936,3492224628,0
276936,3492224768,3
276936,3596122279,2.5
276936,3596147700,1.5
276939,60011939,0
276939,99283697,0
276939,140187758,0
276939,316154601,0
276939,059035342X,0
276939,713628944,3
276939,752844040,0
276939,971880107,0
276939,1853260665,3.5
276939,2070414256,3.5
276939,2070419657,3.5
276939,2253063339,4.5
276939,2253137243,4.5
276939,2253144452,4.5
276939,2253152072,4.5
276939,2264027134,0
276939,226612269X,4.5
276939,2290318329,0
276939,2702400612,3.5
276939,2702401694,4.5
276939,2878580753,5
276939,8408040383,0
276939,8423310353,4
276939,844140321X,0
276939,8484601072,0
276943,330373269,0
276946,8882461327,0
276949,349202436X,4
276950,8807813858,0
276953,140182551,4
276953,446310786,5
276953,886776783,3.5
276954,971880107,0
276954,3257008155,0
276954,329300301X,0
276954,3419528078,4
276954,3423118709,5
276954,3440054594,0
276954,3442723078,0
276954,3453034120,5
276954,3480204015,0
276954,3492238882,0
276954,3499121808,0
276954,3499153629,0
276954,3502513333,0
276954,3502517371,0
276954,3502551685,0
276954,3596119502,0
276954,3596221234,0
276954,3596850185,0
276954,3772402542,0
276954,3772420176,3.5
276954,3794170180,0
276954,3806852456,4
276954,3808572612,0
276954,3821812028,0
276954,3922708072,0
276954,7321578936,0
276957,312966970,3
276959,680ISBN359623,3
276963,340818182,0
276964,61096261,0
276964,312169817,3
276964,312864590,0
276964,345348664,0
276964,345348672,5
276964,345354621,5
276964,345385764,0
276964,345435036,5
276964,385264356,5
276964,425104273,4.5
276964,425172546,0
276964,440218667,2.5
276964,440220602,4.5
276964,446522856,0
276964,451180054,0
276964,451198514,0
276964,515131520,3
276964,517093715,0
276964,553266306,0
276964,684867621,4
276964,765342987,0
276964,812550153,2.5
276964,812550307,5
276964,843949163,4
276964,886773741,3.5
276964,886774802,4
276964,886774829,4
276964,886775426,4.5
276964,886775957,5
276964,886777178,3.5
276964,1572971835,0
276965,9722900684,4.5
276975,3499221489,0
276981,2422614189,0
276984,345425596,0
276984,590259970,4.5
276984,590260251,4.5
276984,590417827,0
276984,590426702,5
276984,590436422,4.5
276984,590436449,4.5
276984,590436457,0
276984,590436465,4.5
276984,590436481,4.5
276984,059043649X,4.5
276984,590436503,0
276984,590442589,5
276984,590442988,0
276984,590442996,5
276984,590448234,4.5
276984,590448595,4.5
276984,590456458,0
276984,590456504,4.5
276984,590470485,4.5
276984,590483056,0
276986,60930187,5
276986,375760911,5
276986,689817851,5
276986,874869870,5
276988,61081450,3.5
276988,61083259,3.5
276988,61087017,3.5
276988,61094404,4
276988,312925689,0
276988,440295653,0
276988,671793489,4
276988,684845768,0
276988,701169176,0
276989,312244266,0
276990,880701601X,3.5
276990,8817134899,4.5
276992,99268345,3.5
276994,3100970616,5
276994,3257062354,4
276994,3257228317,0
276994,3423128879,2
276994,3423202327,3
276994,342677609X,2.5
276994,3442054753,0
276994,3442727073,4.5
276994,3453132041,2
276994,3478387507,1
276994,3492045170,3.5
276994,3492230814,3
276994,3499101505,0
276994,3545202461,4.5
276994,3548359698,3
276994,3550075359,3
276994,3596154766,1
276994,3596214629,4
276997,671011367,0
276998,618045996,4
276998,3822858617,3.5
277002,864425589,3
277007,8817860751,3.5
277009,452282101,4.5
277010,671025368,0
277010,3257060580,5
277012,553581112,4.5
277012,805047379,2.5
277012,892964456,5
277018,373250223,3.5
277018,451097009,3.5
277018,451179994,4
277019,9681500830,0
277022,8432087653,0
277023,553140779,3
277028,425182150,5
277031,1883473004,4
277032,61007129,4
277035,61000027,0
277036,812511816,4.5
277036,833531654,0
277036,880381736,4.5
277036,880381744,5
277040,722536283,0
277042,60505885,0
277042,61097101,0
277042,299164942,0
277042,312283709,4
277042,312983271,0
277042,380731851,0
277042,446605484,3.5
277042,446611212,4
277042,451188454,0
277042,451207955,3.5
277042,609804138,4.5
277042,671003755,0
277042,067104754X,0
277042,743407067,0
277042,074343627X,4
277042,786013230,0
277042,812509560,0
277042,971880107,1
277048,3426615355,3.5
277048,3442435838,0
277048,3442455707,0
277051,75536498,4
277051,99287692,3
277051,99845008,2.5
277051,330262130,5
277051,385720920,5
277051,393319296,0
277051,553262505,3.5
277051,6514251,0
277051,805062971,0
277051,3257228007,0
277051,3442430496,4.5
277051,3442446325,4
277051,3453171500,3.5
277051,3464371506,1.5
277052,9513098648,4
277053,590108395,3
277056,3442451353,3.5
277058,8425330866,2.5
277058,8481301213,3
277064,460905589,0
277065,816704627,2
277072,1573229571,4.5
277073,60595183,0
277074,9.78E+12,2.5
277075,2830207904,0
277079,3499263998,2
277085,434009407,4
277085,1841193887,4
277087,375700668,0
277087,457871971,4
277087,840149768X,5
277087,8401499917,2.5
277087,8402007287,0
277087,8420600369,3.5
277087,8420603066,4.5
277087,8423918335,3
277087,8426105084,4.5
277087,8426429807,5
277087,843223138X,4
277087,8437608570,3
277087,8440630921,4.5
277087,8440630922,4.5
277087,8470394126,2.5
277087,8471662531,3.5
277087,8472230082,2.5
277087,8474541913,4
277087,8478091351,5
277090,3426193310,2.5
277094,64404773,5
277096,64407667,3.5
277102,552545228,0
277107,006054094X,4
277107,375706038,5
277107,081297106X,5
277107,843951826,2.5
277107,1400032628,4
277107,1585861553,2
277109,66210151,0
277109,385334141,2.5
277109,425191184,2.5
277109,671027343,0
277109,751503894,2.5
277109,3714500799,0
277114,385503822,0
277116,3548208975,4
277123,399138684,0
277124,425189864,4.5
277124,440236053,4.5
277124,440241073,4.5
277124,553586122,2.5
277128,99935708,3
277128,140118608,4
277128,552998249,0
277129,3518408127,3.5
277134,1586609726,3
277135,865472807,4
277139,312960344,4
277139,055358068X,0
277139,792270142,0
277142,688174590,0
277143,61097101,0
277143,031286504X,5
277143,345342968,4.5
277143,345446860,0
277143,375756981,0
277143,553382411,0
277143,671027662,0
277143,767903382,4
277149,3785527195,0
277155,1558744592,0
277157,60002484,0
277157,60094117,0
277157,312253397,0
277157,312331754,3.5
277157,312874243,0
277157,312979517,2.5
277157,316152196,0
277157,316154059,2.5
277157,316287555,0
277157,034541389X,0
277157,345450175,3
277157,345452550,3.5
277157,375727981,2.5
277157,380731851,0
277157,380975017,0
277157,385305389,2
277157,393045390,0
277157,394543289,2.5
277157,399135804,3.5
277157,399138188,0
277157,399141340,4
277157,399146466,3
277157,399146504,3.5
277157,399146687,3.5
277157,399147101,3.5
277157,399147144,0
277157,399147322,0
277157,399147624,2.5
277157,399148337,3
277157,399148450,0
277157,399148639,3
277157,399148728,4
277157,399149783,0
277157,399150811,2.5
277157,399150870,0
277157,399151451,3.5
277157,399151478,0
277157,039915177X,3.5
277157,399151885,0
277157,425183181,2.5
277157,440111323,0
277157,440122147,0
277157,440221463,0
277157,441005470,0
277157,446519480,0
277157,449221512,0
277157,055358295X,0
277157,670894184,0
277157,671024094,3.5
277157,679450408,3
277157,684801663,3
277157,684846608,2.5
277157,684871726,0
277157,743201604,0
277157,074320607X,3.5
277157,743407377,3
277157,743486226,3.5
277157,804109990,3
277157,812571118,2.5
277157,971880107,0
277159,969691319,5
277165,8475251471,3.5
277168,380724987,0
277168,380726246,0
277168,380816059,0
277168,399139419,0
277168,425175405,0
277168,425182932,0
277168,440225701,0
277168,446602485,0
277168,446603406,0
277168,451091949,0
277168,553095439,0
277168,553227041,0
277168,553263226,0
277168,553295098,0
277168,553564994,0
277168,067102423X,0
277168,671032658,2
277168,671653849,0
277168,722509049,0
277168,812500067,0
277168,812516001,0
277168,812568710,2.5
277168,843921609,3
277168,890875588,0
277168,1557730091,0
277168,1558172882,0
277170,425178102,0
277170,446609404,0
277170,446610038,0
277170,451178017,0
277170,553211056,4.5
277170,553285920,4.5
277170,871312549,0
277171,20259700,3.5
277171,345404114,0
277171,375724400,0
277171,385422598,4.5
277171,385479565,0
277171,425156028,0
277171,446362220,0
277171,449130282,0
277171,449213013,0
277171,449213730,4
277171,449224449,4
277171,451173139,3.5
277171,486282406,5
277171,553299506,0
277171,553575937,0
277171,553580930,4.5
277171,679737456,0
277171,804102511,4.5
277171,080410946X,4
277171,804114986,0
277171,881503274,0
277176,8481302201,0
277179,440414806,5
277179,679767800,3.5
277180,60527161,0
277180,140244328,0
277183,451198948,0
277186,6514219,0
277186,6542379,0
277186,6543545,3.5
277186,6550983,0
277186,141011947,3
277186,340734043,4
277186,340770015,2.5
277186,349105227,3.5
277186,571152236,2
277186,571176151,0
277187,60390174,0
277187,60976683,0
277187,61043567,0
277187,006250794X,0
277187,312977263,0
277187,375708413,0
277187,038081093X,0
277187,038528859X,0
277187,399141650,0
277187,425144690,0
277187,425147762,0
277187,440224705,0
277187,446310735,0
277187,452269865,0
277187,515115649,0
277187,515129941,0
277187,553249657,0
277187,553281089,0
277187,671042858,0
277187,671782908,0
277187,679425233,0
277187,679433090,0
277187,679745203,4.5
277187,679767851,0
277187,743223543,0
277187,786701420,0
277187,804106126,0
277187,080505622X,0
277187,887307302,0
277187,1564141330,0
277187,1578630037,0
277187,1880323818,0
277187,1929590059,0
277187,345251547,0
277187,449003800,0
277187,44901766125,0
277187,671781383,0
277188,140254188,4
277188,385510500,0
277188,525945636,2
277188,743422732,0
277188,789401487,0
277189,074341232X,4
277195,20847459,0
277195,60196076,0
277195,60391626,5
277195,60502258,0
277195,60908548,0
277195,60911271,0
277195,60914548,0
277195,60960930,0
277195,60987561,0
277195,62500279,0
277195,62500295,0
277195,006251170X,0
277195,015644450X,0
277195,156799804,0
277195,031214816X,0
277195,312204809,0
277195,031284879X,0
277195,316666343,0
277195,316734837,0
277195,330332775,5
277195,345353404,0
277195,345384202,0
277195,345413881,0
277195,345459407,0
277195,375406328,0
277195,375724672,0
277195,037582233X,0
277195,385149514,0
277195,385423446,0
277195,385475721,0
277195,385483503,0
277195,385729332,0
277195,394569652,0
277195,394726413,0
277195,394757572,0
277195,399142789,0
277195,042511774X,0
277195,440174953,4.5
277195,440214424,0
277195,440236673,0
277195,446604801,0
277195,446605484,0
277195,446606189,0
277195,446606383,0
277195,446609323,0
277195,449134482,0
277195,449223345,0
277195,451195825,0
277195,051730984X,0
277195,553251996,0
277195,055326611X,5
277195,553268880,0
277195,553273604,0
277195,553347756,5
277195,553379615,5
277195,553572997,0
277195,618093974,0
277195,670869902,5
277195,671010115,0
277195,671021001,5
277195,671256181,0
277195,671510053,0
277195,671647458,5
277195,679435506,0
277195,679455876,0
277195,679459618,0
277195,679723285,0
277195,679741666,0
277195,679745203,0
277195,679746048,0
277195,684804018,0
277195,684807548,0
277195,684841347,0
277195,684859769,0
277195,723216428,0
277195,743458036,0
277195,786862297,0
277195,802115160,0
277195,804107149,0
277195,080410946X,0
277195,811801802,0
277195,811826880,0
277195,831771690,0
277195,852072864,0
277195,871313073,0
277195,088011861X,0
277195,916318405,0
277195,939149311,0
277195,1401300448,0
277195,1558743669,0
277195,1571740562,0
277195,1573220779,0
277195,1573221856,5
277195,1577311507,0
277195,158243011X,0
277195,1882897579,0
277195,468109753,0
277195,684144433,0
277195,911824529,0
277196,345397606,0
277196,425034682,0
277196,425184463,0
277196,441694004,0
277196,44920597545,0
277196,449209733,5
277196,44923894625,0
277196,553271644,3.5
277196,670820555,0
277196,671446703,0
277196,671749013,0
277196,688171923,0
277196,743205812,0
277196,812521129,0
277196,828002118,0
277196,812551788,0
277197,316969680,4
277197,375703861,3.5
277197,440225442,4
277197,553271571,0
277197,743206045,0
277197,743229878,3
277203,030700645X,4
277203,307127923,4
277203,307302016,4
277203,307302636,4
277203,307987655,4
277203,316563242,4
277203,380600129,0
277203,380702843,0
277203,380710404,0
277203,039480001X,4.5
277203,394800028,4.5
277203,394800184,4.5
277203,039480029X,4
277203,039480967X,4
277203,394925696,4
277203,439083702,4
277203,439213592,4
277203,439242363,3
277203,439449316,4.5
277203,590386522,4
277203,590402218,4.5
277203,590404342,4
277203,590442619,4.5
277203,590442791,4.5
277203,590442805,4.5
277203,590442899,4.5
277203,059044297X,4.5
277203,059046602X,4
277203,590466577,3.5
277203,059053744X,0
277203,590629719,5
277203,590921622,4.5
277203,590965492,4
277203,689845405,3.5
277203,689847564,4
277203,717283194,4
277203,717283208,4
277203,717283275,4
277203,717283364,4
277203,717283372,4
277203,717284832,4
277203,717284972,4
277203,717287017,4
277203,717287106,4
277203,721452728,3.5
277203,736401113,4
277203,761406158,4
277203,769600239,3.5
277203,785316477,3.5
277203,785316493,3.5
277203,785316531,3.5
277203,087701759X,5
277203,882712926,0
277203,895777010,3.5
277203,1561452718,4.5
277203,1562826468,4.5
277203,2764104936,4.5
277205,671664964,3.5
277209,5531774,0
277212,044023722X,4
277220,671015648,3.5
277221,749397365,4.5
277228,61044636,3
277228,385239165,0
277228,884946169,0
277228,884948706,4
277229,312282990,3.5
277230,60613998,3
277230,037541309X,3.5
277230,826308791,2.5
277231,014023313X,0
277231,722539924,3.5
277232,970961502,5
277235,014029628X,3
277235,375703861,5
277235,425188175,3.5
277237,038550926X,3.5
277240,440772109,1.5
277242,812514440,2.5
277243,449005909,4
277244,345443284,0
277244,395742803,0
277244,425128164,0
277244,055347782X,4
277244,670401765,0
277244,670637823,5
277244,67166736,0
277244,1585671312,4
277245,316601950,0
277246,452282152,5
277249,11238356,0
277249,8804483156,2.5
277249,8846200209,0
277253,380807343,4.5
277256,397314728,4.5
277257,345422384,4
277261,440241073,3.5
277262,395760704,2.5
277265,615116426,5
277267,8804348712,0
277268,3828400647,0
277269,1555037763,3
277271,618134298,4
277272,60591706,0
277272,375708049,3.5
277272,552998486,0
277272,9586391688,0
277272,9722000322,4
277272,9722100718,0
277272,972211493X,0
277272,9722320742,2.5
277272,9722326414,3.5
277272,972232957,4
277272,972232957X,4
277272,9722509713,0
277272,9722906259,2.5
277272,9722906283,3.5
277272,9724608152,0
277272,9725752228,2.5
277272,9726101794,2
277272,9726106141,2.5
277272,9726621666,0
277272,9726627532,0
277274,1887128441,4
277281,62501860,4.5
277284,553581929,3.5
277285,806523794,4.5
277288,425154092,0
277291,671738232,5
277292,1551668726,4
277293,380721643,2
277305,O6712345670,3.5
277314,446360716,3
277315,60173289,4
277315,60976845,2.5
277317,1561840564,4.5
277330,441478123,0
277334,6530400,3
277334,9041710191,0
277338,3442029724,0
277338,3746614007,0
277339,44901668125,3.5
277340,385482051,0
277340,385494084,0
277340,767902076,0
277341,084230052X,4.5
277343,3257204817,4
277348,446363073,3.5
277351,3518119249,0
277351,35181333217,0
277351,3596200547,2.5
277351,3716020028,2.5
277351,3717581546,3.5
277351,3803120624,3
277353,739417096,4
277358,679781587,5
277359,71009505506,4
277359,1591820537,2
277359,1931514615,0
277363,60393823,0.5
277363,156027321,4
277363,312187335,0
277363,929264215,2.5
277364,61011509,2.5
277364,553576801,2.5
277367,312276885,5
277369,8806164104,1.5
277371,7137699,3
277374,671521705,3.5
277375,3548603203,0
277378,6485294,0
277378,60164662,0
277378,134342283,0
277378,138030405,0
277378,013838939X,0
277378,140003185,0
277378,140008217,0
277378,140017852,0
277378,140058605,3
277378,140089128,0
277378,140096825,0
277378,140253874,0
277378,140302980,0
277378,141002492,0
277378,141302933,0
277378,192827588,4
277378,312195516,3.5
277378,345315642,0
277378,380490986,0
277378,380731851,0
277378,385474016,0
277378,425176673,0
277378,435270613,0
277378,446322180,0
277378,446608955,2
277378,451137965,0
277378,553213296,0
277378,553262807,0
277378,553279378,0
277378,553371835,0
277378,586056572,0
277378,670892963,3.5
277378,670894494,0
277378,671028375,0
277378,671646575,3
277378,671683993,0
